0.076291729,0.043673318,0.210543021
0.097886276,0.056321694,0.215600054
0.054015205,0.030783798,0.204731679
0.072791455,0.041722522,0.211336375
0.070458683,0.040419732,0.211947607
0.05572608,0.031664489,0.202644137
0.064838831,0.037027319,0.207310435
0.065076446,0.03722408,0.208841691
0.068425648,0.039159855,0.209503603
0.071386381,0.040871209,0.210340341
0.069592925,0.039801675,0.209412362
0.06920406,0.039583514,0.209527918
0.067259408,0.038499015,0.209993633
0.08511618,0.048980755,0.215775314
0.06265796,0.035733056,0.206435381
0.065381558,0.037253647,0.20582548
0.061576728,0.035266842,0.209833116
0.075752356,0.043440153,0.211930435
0.070458606,0.040419771,0.211947345
0.066870489,0.038280891,0.210115914
0.063132394,0.036126873,0.209600307
0.052612417,0.029932469,0.203146265
0.057600586,0.032916273,0.207531199
0.062116905,0.03549368,0.208273218
0.092981801,0.05351315,0.215803646
0.093222992,0.053709864,0.216802318
0.188113572,0.1093441,0.226453108
0.07871323,0.04515786,0.212477611
0.113565578,0.065528101,0.218445964